郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),售電度數(當年累計),當月：105年12月，當年累計：105年01~12月
305,新埔,16高＆特高壓電力小計,**,"84,159 ","47,917,600 ","589,775,960 ",
305,新埔,17電力小計,**,"87,462 ","48,510,364 ","596,868,065 ",
305,新埔,18綜合＆電力小計,**,"89,297 ","48,926,448 ","601,967,348 ",
305,新埔,19電燈＆綜合＆電力小計,**,"90,100 ","53,194,873 ","676,837,110 ",
305,新埔,20臨時電燈,29 ,0 ,"9,501 ","146,376 ",
305,新埔,21臨時電力,*,135 ,"14,320 ","131,200 ",
305,新埔,22臨時用電小計,**,135 ,"23,821 ","277,576 ",
305,新埔,23總計（含臨時用電）,**,"90,100 ","53,218,694 ","677,114,686 ",
305,新埔,24表燈合計,**,803 ,"4,277,926 ","75,016,138 ",
305,新埔,25綜合＆電力合計,**,"89,297 ","48,940,768 ","602,098,548 ",
306,關西,1表燈非營業用,"14,433 ",117 ,"2,945,626 ","48,874,548 ",
306,關西,2表燈營業用,616 ,658 ,"575,192 ","8,803,034 ",
306,關西,3表燈小計,**,775 ,"3,520,818 ","57,677,582 ",
306,關西,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
306,關西,5低壓綜合需量非營業用,7 ,321 ,"41,946 ","602,201 ",
306,關西,6低壓綜合非營業用電小計,**,321 ,"41,946 ","602,201 ",
306,關西,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
306,關西,8低壓綜合需量營業用,31 ,"1,264 ","321,966 ","4,045,575 ",
306,關西,9低壓綜合營業用電小計,**,"1,264 ","321,966 ","4,045,575 ",
306,關西,10低壓綜合用電小計,**,"1,585 ","363,912 ","4,647,776 ",
306,關西,11低壓裝置電力,31 ,466 ,"50,712 ","695,153 ",
306,關西,12低壓需量電力,60 ,"3,296 ","453,721 ","5,835,247 ",
306,關西,13低壓電力小計,**,"3,762 ","504,433 ","6,530,400 ",
306,關西,14高壓電力,26 ,"11,960 ","3,938,445 ","52,044,371 ",
306,關西,15特高壓電力,*,"10,400 ","1,644,800 ","24,482,078 ",
306,關西,16高＆特高壓電力小計,**,"22,360 ","5,583,245 ","76,526,449 ",
306,關西,17電力小計,**,"26,122 ","6,087,678 ","83,056,849 ",
306,關西,18綜合＆電力小計,**,"27,707 ","6,451,590 ","87,704,625 ",
306,關西,19電燈＆綜合＆電力小計,**,"28,482 ","9,972,408 ","145,382,207 ",
306,關西,20臨時電燈,9 ,0 ,155 ,"15,496 ",
306,關西,21臨時電力,*,98 ,"10,880 ","140,995 ",
306,關西,22臨時用電小計,**,98 ,"11,035 ","156,491 ",
306,關西,23總計（含臨時用電）,**,"28,482 ","9,983,443 ","145,538,698 ",
306,關西,24表燈合計,**,775 ,"3,520,973 ","57,693,078 ",
306,關西,25綜合＆電力合計,**,"27,707 ","6,462,470 ","87,845,620 ",
307,芎林,1表燈非營業用,"11,016 ",80 ,"3,213,309 ","39,085,451 ",
307,芎林,2表燈營業用,438 ,536 ,"622,003 ","8,665,309 ",
307,芎林,3表燈小計,**,616 ,"3,835,312 ","47,750,760 ",
307,芎林,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
307,芎林,5低壓綜合需量非營業用,7 ,336 ,"55,333 ","702,630 ",
307,芎林,6低壓綜合非營業用電小計,**,336 ,"55,333 ","702,630 ",
307,芎林,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
307,芎林,8低壓綜合需量營業用,21 ,862 ,"190,115 ","2,013,480 ",
307,芎林,9低壓綜合營業用電小計,**,862 ,"190,115 ","2,013,480 ",
307,芎林,10低壓綜合用電小計,**,"1,198 ","245,448 ","2,716,110 ",
307,芎林,11低壓裝置電力,9 ,142 ,"42,051 ","633,667 ",
307,芎林,12低壓需量電力,31 ,"1,264 ","195,909 ","2,707,190 ",
307,芎林,13低壓電力小計,**,"1,406 ","237,960 ","3,340,857 ",
307,芎林,14高壓電力,22 ,"15,100 ","5,685,989 ","70,627,119 ",
307,芎林,15特高壓電力,*,0 ,0 ,0 ,
307,芎林,16高＆特高壓電力小計,**,"15,100 ","5,685,989 ","70,627,119 ",
307,芎林,17電力小計,**,"16,506 ","5,923,949 ","73,967,976 ",
307,芎林,18綜合＆電力小計,**,"17,704 ","6,169,397 ","76,684,086 ",
307,芎林,19電燈＆綜合＆電力小計,**,"18,320 ","10,004,709 ","124,434,846 ",
307,芎林,20臨時電燈,36 ,0 ,"12,610 ","134,873 ",
307,芎林,21臨時電力,*,134 ,"4,600 ","219,000 ",
307,芎林,22臨時用電小計,**,134 ,"17,210 ","353,873 ",
307,芎林,23總計（含臨時用電）,**,"18,320 ","10,021,919 ","124,788,719 ",
307,芎林,24表燈合計,**,616 ,"3,847,922 ","47,885,633 ",
307,芎林,25綜合＆電力合計,**,"17,704 ","6,173,997 ","76,903,086 ",
308,寶山,1表燈非營業用,"9,358 ",65 ,"2,785,613 ","34,662,985 ",
308,寶山,2表燈營業用,391 ,327 ,"606,390 ","7,855,355 ",
308,寶山,3表燈小計,**,392 ,"3,392,003 ","42,518,340 ",
308,寶山,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
308,寶山,5低壓綜合需量非營業用,16 ,667 ,"95,425 ","1,173,024 ",
308,寶山,6低壓綜合非營業用電小計,**,667 ,"95,425 ","1,173,024 ",
308,寶山,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
308,寶山,8低壓綜合需量營業用,18 ,976 ,"213,930 ","2,405,604 ",
308,寶山,9低壓綜合營業用電小計,**,976 ,"213,930 ","2,405,604 ",
308,寶山,10低壓綜合用電小計,**,"1,643 ","309,355 ","3,578,628 ",
308,寶山,11低壓裝置電力,7 ,28 ,"1,033 ","20,843 ",
308,寶山,12低壓需量電力,58 ,"3,380 ","667,592 ","8,653,805 ",
308,寶山,13低壓電力小計,**,"3,408 ","668,625 ","8,674,648 ",
308,寶山,14高壓電力,28 ,"64,066 ","37,415,387 ","456,810,763 ",
308,寶山,15特高壓電力,9 ,"415,100 ","271,247,379 ","3,242,227,539 ",
308,寶山,16高＆特高壓電力小計,**,"479,166 ","308,662,766 ","3,699,038,302 ",
308,寶山,17電力小計,**,"482,574 ","309,331,391 ","3,707,712,950 ",
308,寶山,18綜合＆電力小計,**,"484,217 ","309,640,746 ","3,711,291,578 ",
308,寶山,19電燈＆綜合＆電力小計,**,"484,609 ","313,032,749 ","3,753,809,918 ",
308,寶山,20臨時電燈,27 ,0 ,722 ,"26,307 ",
308,寶山,21臨時電力,*,514 ,"38,080 ","721,120 ",
308,寶山,22臨時用電小計,**,514 ,"38,802 ","747,427 ",
308,寶山,23總計（含臨時用電）,**,"484,609 ","313,071,551 ","3,754,557,345 ",
308,寶山,24表燈合計,**,392 ,"3,392,725 ","42,544,647 ",
308,寶山,25綜合＆電力合計,**,"484,217 ","309,678,826 ","3,712,012,698 ",
310,竹東,1表燈非營業用,"47,222 ",503 ,"11,516,764 ","169,895,502 ",
310,竹東,2表燈營業用,"2,761 ","3,116 ","3,741,477 ","41,706,493 ",
310,竹東,3表燈小計,**,"3,619 ","15,258,241 ","211,601,995 ",
310,竹東,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
310,竹東,5低壓綜合需量非營業用,114 ,"3,776 ","586,744 ","7,486,522 ",
310,竹東,6低壓綜合非營業用電小計,**,"3,776 ","586,744 ","7,486,522 ",
310,竹東,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
310,竹東,8低壓綜合需量營業用,109 ,"4,505 ","978,937 ","12,060,654 ",
310,竹東,9低壓綜合營業用電小計,**,"4,505 ","978,937 ","12,060,654 ",
310,竹東,10低壓綜合用電小計,**,"8,281 ","1,565,681 ","19,547,176 ",
310,竹東,11低壓裝置電力,33 ,398 ,"40,492 ","556,743 ",
310,竹東,12低壓需量電力,115 ,"5,953 ","1,142,256 ","14,313,543 ",
310,竹東,13低壓電力小計,**,"6,351 ","1,182,748 ","14,870,286 ",
310,竹東,14高壓電力,47 ,"31,395 ","12,700,973 ","152,929,788 ",
310,竹東,15特高壓電力,*,"16,650 ","6,941,400 ","88,178,700 ",
310,竹東,16高＆特高壓電力小計,**,"48,045 ","19,642,373 ","241,108,488 ",
310,竹東,17電力小計,**,"54,396 ","20,825,121 ","255,978,774 ",
310,竹東,18綜合＆電力小計,**,"62,677 ","22,390,802 ","275,525,950 ",
310,竹東,19電燈＆綜合＆電力小計,**,"66,296 ","37,649,043 ","487,127,945 ",
310,竹東,20臨時電燈,49 ,0 ,"14,089 ","235,976 ",
310,竹東,21臨時電力,7 ,229 ,"45,840 ","541,474 ",
310,竹東,22臨時用電小計,**,229 ,"59,929 ","777,450 ",
310,竹東,23總計（含臨時用電）,**,"66,296 ","37,708,972 ","487,905,395 ",
310,竹東,24表燈合計,**,"3,619 ","15,272,330 ","211,837,971 ",
310,竹東,25綜合＆電力合計,**,"62,677 ","22,436,642 ","276,067,424 ",
311,五峰,1表燈非營業用,"1,840 ",99 ,"391,724 ","4,916,512 ",
311,五峰,2表燈營業用,67 ,89 ,"97,357 ","1,132,620 ",
311,五峰,3表燈小計,**,188 ,"489,081 ","6,049,132 ",
311,五峰,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
311,五峰,5低壓綜合需量非營業用,*,98 ,"30,200 ","386,240 ",
311,五峰,6低壓綜合非營業用電小計,**,98 ,"30,200 ","386,240 ",
311,五峰,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
311,五峰,8低壓綜合需量營業用,*,10 ,"5,305 ","67,886 ",
311,五峰,9低壓綜合營業用電小計,**,10 ,"5,305 ","67,886 ",
311,五峰,10低壓綜合用電小計,**,108 ,"35,505 ","454,126 ",
311,五峰,11低壓裝置電力,*,20 ,170 ,"5,950 ",
311,五峰,12低壓需量電力,*,132 ,"7,168 ","108,023 ",
311,五峰,13低壓電力小計,**,152 ,"7,338 ","113,973 ",
311,五峰,14高壓電力,*,120 ,"92,200 ","884,780 ",
311,五峰,15特高壓電力,*,0 ,0 ,0 ,
311,五峰,16高＆特高壓電力小計,**,120 ,"92,200 ","884,780 ",
311,五峰,17電力小計,**,272 ,"99,538 ","998,753 ",
311,五峰,18綜合＆電力小計,**,380 ,"135,043 ","1,452,879 ",
311,五峰,19電燈＆綜合＆電力小計,**,568 ,"624,124 ","7,502,011 ",
311,五峰,20臨時電燈,*,0 ,0 ,0 ,
311,五峰,21臨時電力,*,0 ,0 ,0 ,
311,五峰,22臨時用電小計,**,0 ,0 ,0 ,
311,五峰,23總計（含臨時用電）,**,568 ,"624,124 ","7,502,011 ",
311,五峰,24表燈合計,**,188 ,"489,081 ","6,049,132 ",
311,五峰,25綜合＆電力合計,**,380 ,"135,043 ","1,452,879 ",
312,橫山,1表燈非營業用,"7,190 ",22 ,"1,591,255 ","22,032,452 ",
312,橫山,2表燈營業用,340 ,433 ,"389,257 ","5,919,703 ",
312,橫山,3表燈小計,**,455 ,"1,980,512 ","27,952,155 ",
312,橫山,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
312,橫山,5低壓綜合需量非營業用,*,247 ,"16,528 ","182,746 ",
312,橫山,6低壓綜合非營業用電小計,**,247 ,"16,528 ","182,746 ",
312,橫山,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
312,橫山,8低壓綜合需量營業用,15 ,590 ,"177,966 ","1,873,660 ",
312,橫山,9低壓綜合營業用電小計,**,590 ,"177,966 ","1,873,660 ",
312,橫山,10低壓綜合用電小計,**,837 ,"194,494 ","2,056,406 ",
312,橫山,11低壓裝置電力,21 ,363 ,"54,540 ","543,905 ",
312,橫山,12低壓需量電力,31 ,869 ,"122,936 ","1,451,992 ",
312,橫山,13低壓電力小計,**,"1,232 ","177,476 ","1,995,897 ",
312,橫山,14高壓電力,8 ,"3,389 ","668,580 ","7,336,020 ",
312,橫山,15特高壓電力,*,"10,000 ","1,478,400 ","20,630,400 ",
312,橫山,16高＆特高壓電力小計,**,"13,389 ","2,146,980 ","27,966,420 ",
312,橫山,17電力小計,**,"14,621 ","2,324,456 ","29,962,317 ",
312,橫山,18綜合＆電力小計,**,"15,458 ","2,518,950 ","32,018,723 ",
312,橫山,19電燈＆綜合＆電力小計,**,"15,913 ","4,499,462 ","59,970,878 ",
312,橫山,20臨時電燈,12 ,0 ,923 ,"21,851 ",
312,橫山,21臨時電力,*,0 ,0 ,"5,520 ",
312,橫山,22臨時用電小計,**,0 ,923 ,"27,371 ",
312,橫山,23總計（含臨時用電）,**,"15,913 ","4,500,385 ","59,998,249 ",
312,橫山,24表燈合計,**,455 ,"1,981,435 ","27,974,006 ",
312,橫山,25綜合＆電力合計,**,"15,458 ","2,518,950 ","32,024,243 ",
313,尖石,1表燈非營業用,"3,169 ",204 ,"930,655 ","9,441,730 ",
313,尖石,2表燈營業用,111 ,287 ,"177,225 ","2,353,393 ",
313,尖石,3表燈小計,**,491 ,"1,107,880 ","11,795,123 ",
313,尖石,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
313,尖石,5低壓綜合需量非營業用,*,205 ,"40,000 ","543,920 ",
313,尖石,6低壓綜合非營業用電小計,**,205 ,"40,000 ","543,920 ",
313,尖石,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
313,尖石,8低壓綜合需量營業用,9 ,524 ,"118,800 ","1,493,120 ",
313,尖石,9低壓綜合營業用電小計,**,524 ,"118,800 ","1,493,120 ",
313,尖石,10低壓綜合用電小計,**,729 ,"158,800 ","2,037,040 ",
313,尖石,11低壓裝置電力,*,0 ,0 ,0 ,
313,尖石,12低壓需量電力,15 ,701 ,"123,816 ","1,441,691 ",
313,尖石,13低壓電力小計,**,701 ,"123,816 ","1,441,691 ",
313,尖石,14高壓電力,*,0 ,0 ,0 ,
313,尖石,15特高壓電力,*,0 ,0 ,0 ,
313,尖石,16高＆特高壓電力小計,**,0 ,0 ,0 ,
313,尖石,17電力小計,**,701 ,"123,816 ","1,441,691 ",
313,尖石,18綜合＆電力小計,**,"1,430 ","282,616 ","3,478,731 ",
313,尖石,19電燈＆綜合＆電力小計,**,"1,921 ","1,390,496 ","15,273,854 ",
313,尖石,20臨時電燈,*,0 ,0 ,0 ,
313,尖石,21臨時電力,*,0 ,0 ,0 ,
313,尖石,22臨時用電小計,**,0 ,0 ,0 ,
313,尖石,23總計（含臨時用電）,**,"1,921 ","1,390,496 ","15,273,854 ",
313,尖石,24表燈合計,**,491 ,"1,107,880 ","11,795,123 ",
313,尖石,25綜合＆電力合計,**,"1,430 ","282,616 ","3,478,731 ",
314,北埔,1表燈非營業用,"4,865 ",20 ,"535,152 ","15,598,937 ",
314,北埔,2表燈營業用,252 ,253 ,"269,486 ","3,976,329 ",
314,北埔,3表燈小計,**,273 ,"804,638 ","19,575,266 ",
314,北埔,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
314,北埔,5低壓綜合需量非營業用,*,135 ,"22,911 ","314,607 ",
314,北埔,6低壓綜合非營業用電小計,**,135 ,"22,911 ","314,607 ",
314,北埔,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
314,北埔,8低壓綜合需量營業用,10 ,521 ,"104,212 ","1,403,710 ",
314,北埔,9低壓綜合營業用電小計,**,521 ,"104,212 ","1,403,710 ",
314,北埔,10低壓綜合用電小計,**,656 ,"127,123 ","1,718,317 ",
314,北埔,11低壓裝置電力,*,16 ,"3,842 ","42,164 ",
314,北埔,12低壓需量電力,15 ,499 ,"45,989 ","556,828 ",
314,北埔,13低壓電力小計,**,515 ,"49,831 ","598,992 ",
314,北埔,14高壓電力,*,500 ,"150,620 ","1,781,920 ",
314,北埔,15特高壓電力,*,0 ,0 ,0 ,
314,北埔,16高＆特高壓電力小計,**,500 ,"150,620 ","1,781,920 ",
314,北埔,17電力小計,**,"1,015 ","200,451 ","2,380,912 ",
314,北埔,18綜合＆電力小計,**,"1,671 ","327,574 ","4,099,229 ",
314,北埔,19電燈＆綜合＆電力小計,**,"1,944 ","1,132,212 ","23,674,495 ",
314,北埔,20臨時電燈,6 ,0 ,0 ,"20,839 ",
314,北埔,21臨時電力,*,80 ,"7,440 ","102,640 ",
314,北埔,22臨時用電小計,**,80 ,"7,440 ","123,479 ",
314,北埔,23總計（含臨時用電）,**,"1,944 ","1,139,652 ","23,797,974 ",
314,北埔,24表燈合計,**,273 ,"804,638 ","19,596,105 ",
314,北埔,25綜合＆電力合計,**,"1,671 ","335,014 ","4,201,869 ",
315,峨眉,1表燈非營業用,"3,418 ",0 ,"986,202 ","9,793,536 ",
315,峨眉,2表燈營業用,111 ,114 ,"143,051 ","1,594,487 ",
315,峨眉,3表燈小計,**,114 ,"1,129,253 ","11,388,023 ",
315,峨眉,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
315,峨眉,5低壓綜合需量非營業用,*,94 ,"4,960 ","115,040 ",
315,峨眉,6低壓綜合非營業用電小計,**,94 ,"4,960 ","115,040 ",
315,峨眉,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
315,峨眉,8低壓綜合需量營業用,*,15 ,"2,266 ","33,463 ",
315,峨眉,9低壓綜合營業用電小計,**,15 ,"2,266 ","33,463 ",
315,峨眉,10低壓綜合用電小計,**,109 ,"7,226 ","148,503 ",
315,峨眉,11低壓裝置電力,14 ,72 ,"2,488 ","25,048 ",
315,峨眉,12低壓需量電力,8 ,311 ,"42,219 ","448,515 ",
315,峨眉,13低壓電力小計,**,383 ,"44,707 ","473,563 ",
315,峨眉,14高壓電力,*,800 ,"164,460 ","2,334,660 ",
315,峨眉,15特高壓電力,*,0 ,0 ,0 ,
315,峨眉,16高＆特高壓電力小計,**,800 ,"164,460 ","2,334,660 ",
315,峨眉,17電力小計,**,"1,183 ","209,167 ","2,808,223 ",
315,峨眉,18綜合＆電力小計,**,"1,292 ","216,393 ","2,956,726 ",
315,峨眉,19電燈＆綜合＆電力小計,**,"1,406 ","1,345,646 ","14,344,749 ",
315,峨眉,20臨時電燈,*,0 ,0 ,115 ,
315,峨眉,21臨時電力,*,60 ,"8,160 ","51,960 ",
315,峨眉,22臨時用電小計,**,60 ,"8,160 ","52,075 ",
315,峨眉,23總計（含臨時用電）,**,"1,406 ","1,353,806 ","14,396,824 ",
315,峨眉,24表燈合計,**,114 ,"1,129,253 ","11,388,138 ",
315,峨眉,25綜合＆電力合計,**,"1,292 ","224,553 ","3,008,686 ",
320,中壢,1表燈非營業用,"213,590 ","2,121 ","69,211,271 ","828,629,327 ",
320,中壢,2表燈營業用,"16,194 ","30,194 ","25,414,152 ","312,444,950 ",
320,中壢,3表燈小計,**,"32,315 ","94,625,423 ","1,141,074,277 ",
320,中壢,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
320,中壢,5低壓綜合需量非營業用,762 ,"32,734 ","4,855,083 ","59,363,262 ",
320,中壢,6低壓綜合非營業用電小計,**,"32,734 ","4,855,083 ","59,363,262 ",
320,中壢,7低壓綜合裝置營業用,*,117 ,"12,382 ","219,975 ",
320,中壢,8低壓綜合需量營業用,808 ,"38,727 ","8,655,838 ","109,448,403 ",
320,中壢,9低壓綜合營業用電小計,**,"38,844 ","8,668,220 ","109,668,378 ",
320,中壢,10低壓綜合用電小計,**,"71,578 ","13,523,303 ","169,031,640 ",
320,中壢,11低壓裝置電力,97 ,"1,000 ","92,807 ","1,259,134 ",
320,中壢,12低壓需量電力,534 ,"34,717 ","6,492,951 ","87,239,787 ",
320,中壢,13低壓電力小計,**,"35,717 ","6,585,758 ","88,498,921 ",
320,中壢,14高壓電力,452 ,"338,319 ","123,509,433 ","1,532,323,680 ",
320,中壢,15特高壓電力,19 ,"191,158 ","93,294,852 ","1,122,117,472 ",
320,中壢,16高＆特高壓電力小計,**,"529,477 ","216,804,285 ","2,654,441,152 ",
320,中壢,17電力小計,**,"565,194 ","223,390,043 ","2,742,940,073 ",
320,中壢,18綜合＆電力小計,**,"636,772 ","236,913,346 ","2,911,971,713 ",
320,中壢,19電燈＆綜合＆電力小計,**,"669,087 ","331,538,769 ","4,053,045,990 ",
320,中壢,20臨時電燈,201 ,0 ,"122,841 ","1,616,380 ",
320,中壢,21臨時電力,69 ,"4,840 ","789,384 ","11,696,766 ",
320,中壢,22臨時用電小計,**,"4,840 ","912,225 ","13,313,146 ",
320,中壢,23總計（含臨時用電）,**,"669,087 ","332,450,994 ","4,066,359,136 ",
320,中壢,24表燈合計,**,"32,315 ","94,748,264 ","1,142,690,657 ",
320,中壢,25綜合＆電力合計,**,"636,772 ","237,702,730 ","2,923,668,479 ",
324,平鎮,1表燈非營業用,"105,308 ",961 ,"15,340,432 ","404,316,020 ",
324,平鎮,2表燈營業用,"6,267 ","8,914 ","5,462,301 ","111,903,356 ",
324,平鎮,3表燈小計,**,"9,875 ","20,802,733 ","516,219,376 ",
324,平鎮,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
324,平鎮,5低壓綜合需量非營業用,180 ,"7,795 ","1,279,343 ","16,628,147 ",
324,平鎮,6低壓綜合非營業用電小計,**,"7,795 ","1,279,343 ","16,628,147 ",
324,平鎮,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
324,平鎮,8低壓綜合需量營業用,185 ,"10,736 ","2,534,718 ","34,330,552 ",
324,平鎮,9低壓綜合營業用電小計,**,"10,736 ","2,534,718 ","34,330,552 ",
324,平鎮,10低壓綜合用電小計,**,"18,531 ","3,814,061 ","50,958,699 ",
324,平鎮,11低壓裝置電力,48 ,522 ,"63,466 ","897,860 ",
324,平鎮,12低壓需量電力,331 ,"18,832 ","3,244,642 ","39,324,664 ",
324,平鎮,13低壓電力小計,**,"19,354 ","3,308,108 ","40,222,524 ",
324,平鎮,14高壓電力,234 ,"167,629 ","66,487,210 ","792,111,917 ",
324,平鎮,15特高壓電力,*,"51,500 ","33,490,000 ","419,563,939 ",
324,平鎮,16高＆特高壓電力小計,**,"219,129 ","99,977,210 ","1,211,675,856 ",
324,平鎮,17電力小計,**,"238,483 ","103,285,318 ","1,251,898,380 ",
324,平鎮,18綜合＆電力小計,**,"257,014 ","107,099,379 ","1,302,857,079 ",
324,平鎮,19電燈＆綜合＆電力小計,**,"266,889 ","127,902,112 ","1,819,076,455 ",
324,平鎮,20臨時電燈,80 ,0 ,"12,738 ","540,702 ",
324,平鎮,21臨時電力,19 ,"1,188 ","155,000 ","3,081,123 ",
324,平鎮,22臨時用電小計,**,"1,188 ","167,738 ","3,621,825 ",
324,平鎮,23總計（含臨時用電）,**,"266,889 ","128,069,850 ","1,822,698,280 ",
324,平鎮,24表燈合計,**,"9,875 ","20,815,471 ","516,760,078 ",
324,平鎮,25綜合＆電力合計,**,"257,014 ","107,254,379 ","1,305,938,202 ",
325,龍潭,1表燈非營業用,"59,854 ",438 ,"15,220,193 ","224,819,977 ",
325,龍潭,2表燈營業用,"3,936 ","6,700 ","7,417,641 ","78,772,579 ",
325,龍潭,3表燈小計,**,"7,138 ","22,637,834 ","303,592,556 ",
325,龍潭,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
325,龍潭,5低壓綜合需量非營業用,143 ,"5,704 ","989,850 ","12,099,125 ",
325,龍潭,6低壓綜合非營業用電小計,**,"5,704 ","989,850 ","12,099,125 ",
325,龍潭,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
325,龍潭,8低壓綜合需量營業用,174 ,"9,292 ","2,014,983 ","25,233,237 ",
325,龍潭,9低壓綜合營業用電小計,**,"9,292 ","2,014,983 ","25,233,237 ",
325,龍潭,10低壓綜合用電小計,**,"14,996 ","3,004,833 ","37,332,362 ",
325,龍潭,11低壓裝置電力,82 ,"1,070 ","149,385 ","1,825,616 ",
325,龍潭,12低壓需量電力,256 ,"16,083 ","3,139,472 ","37,507,432 ",
